Entity,Code,Year,"Number of daily male smokers (IHME, GHDx (2012))","Number of daily female smokers (IHME, GHDx (2012))"
Namibia,NAM,1998,132345,57001
Namibia,NAM,1999,134847,57722
Namibia,NAM,2000,136054,58069
Namibia,NAM,2001,133745,56846
Namibia,NAM,2002,130749,55491
Namibia,NAM,2003,127870,54230
Namibia,NAM,2004,126574,53429
Namibia,NAM,2005,126397,52884
Namibia,NAM,2006,126946,52683
Namibia,NAM,2007,128192,52935
Namibia,NAM,2008,130481,54192
Namibia,NAM,2009,133709,55804
Namibia,NAM,2010,137606,57683
Namibia,NAM,2011,142160,59806
Namibia,NAM,2012,147313,62150
Nepal,NPL,1980,2029942,860585
Nepal,NPL,1981,2077946,883454
Nepal,NPL,1982,2127326,907569
Nepal,NPL,1983,2178547,934037
Nepal,NPL,1984,2225239,962033
Nepal,NPL,1985,2268589,992233
Nepal,NPL,1986,2306168,1025504
Nepal,NPL,1987,2340715,1062632
Nepal,NPL,1988,2378191,1100381
Nepal,NPL,1989,2430927,1137305
Nepal,NPL,1990,2505758,1172231
Nepal,NPL,1991,2606855,1203593
Nepal,NPL,1992,2731737,1233894
Nepal,NPL,1993,2867627,1267638
Nepal,NPL,1994,2996099,1309734
Nepal,NPL,1995,3104994,1366650
Nepal,NPL,1996,3187849,1439248
Nepal,NPL,1997,3209019,1498888
Nepal,NPL,1998,3218562,1563414
Nepal,NPL,1999,3227961,1621946
Nepal,NPL,2000,3237033,1666495
Nepal,NPL,2001,3245609,1677245
Nepal,NPL,2002,3178105,1650670
Nepal,NPL,2003,3101388,1615018
Nepal,NPL,2004,3004390,1567357
Nepal,NPL,2005,2898560,1514910
Nepal,NPL,2006,2799996,1462864
Nepal,NPL,2007,2750042,1411307
Nepal,NPL,2008,2732912,1378183
Nepal,NPL,2009,2735889,1351771
Nepal,NPL,2010,2759861,1333907
Nepal,NPL,2011,2799161,1327321
Nepal,NPL,2012,2868185,1345180
Netherlands,NLD,1980,1858895,1376557
Netherlands,NLD,1981,1847715,1389327
Netherlands,NLD,1982,1835304,1401836
Netherlands,NLD,1983,1827025,1413246
Netherlands,NLD,1984,1821160,1421695
Netherlands,NLD,1985,1819801,1433111
Netherlands,NLD,1986,1821235,1445799
Netherlands,NLD,1987,1826729,1458590
Netherlands,NLD,1988,1828073,1463910
Netherlands,NLD,1989,1833297,1470958
Netherlands,NLD,1990,1837188,1476787
Netherlands,NLD,1991,1843760,1487208
Netherlands,NLD,1992,1841670,1493794
Netherlands,NLD,1993,1842458,1506024
Netherlands,NLD,1994,1848425,1517696
Netherlands,NLD,1995,1850550,1525129
Netherlands,NLD,1996,1856757,1541540
Netherlands,NLD,1997,1858370,1556212
Netherlands,NLD,1998,1861061,1573556
Netherlands,NLD,1999,1849450,1582674
Netherlands,NLD,2000,1822801,1585208
Netherlands,NLD,2001,1793695,1583673
Netherlands,NLD,2002,1761168,1577818
Netherlands,NLD,2003,1718371,1557125
Netherlands,NLD,2004,1674927,1533394
Netherlands,NLD,2005,1637598,1508404
Netherlands,NLD,2006,1597082,1478716
Netherlands,NLD,2007,1552546,1447461
Netherlands,NLD,2008,1510588,1421403
Netherlands,NLD,2009,1485601,1404033
Netherlands,NLD,2010,1469912,1396253
Netherlands,NLD,2011,1461366,1395758
Netherlands,NLD,2012,1459613,1401334
New Zealand,NZL,1980,390134,351586
New Zealand,NZL,1981,391933,356146
New Zealand,NZL,1982,391757,361574
New Zealand,NZL,1983,390133,367197
New Zealand,NZL,1984,382193,368841
New Zealand,NZL,1985,370970,366958
New Zealand,NZL,1986,359259,362283
New Zealand,NZL,1987,349706,356323
New Zealand,NZL,1988,340956,349951
New Zealand,NZL,1989,333568,343987
New Zealand,NZL,1990,332438,342930
New Zealand,NZL,1991,341371,350214
New Zealand,NZL,1992,348115,354382
New Zealand,NZL,1993,352343,355983
New Zealand,NZL,1994,354887,357374
New Zealand,NZL,1995,356248,358906
New Zealand,NZL,1996,357273,361377
New Zealand,NZL,1997,358766,364925
New Zealand,NZL,1998,358786,367278
New Zealand,NZL,1999,355661,367995
New Zealand,NZL,2000,352174,367494
New Zealand,NZL,2001,350459,365802
New Zealand,NZL,2002,352522,364134
New Zealand,NZL,2003,354057,359960
New Zealand,NZL,2004,349019,349352
New Zealand,NZL,2005,337592,333951
New Zealand,NZL,2006,323391,316469
New Zealand,NZL,2007,309350,301013
New Zealand,NZL,2008,299976,291046
New Zealand,NZL,2009,293451,285194
New Zealand,NZL,2010,289953,283165
New Zealand,NZL,2011,289120,283839
New Zealand,NZL,2012,291003,287686
Nicaragua,NIC,1980,222534,53370
Nicaragua,NIC,1981,223392,53885
Nicaragua,NIC,1982,223479,54323
Nicaragua,NIC,1983,224297,54954
Nicaragua,NIC,1984,224903,55556
Nicaragua,NIC,1985,225067,56106
Nicaragua,NIC,1986,225293,56752
Nicaragua,NIC,1987,225647,57571
Nicaragua,NIC,1988,224311,58256
Nicaragua,NIC,1989,223487,59055
Nicaragua,NIC,1990,223173,59993
Nicaragua,NIC,1991,223403,61118
Nicaragua,NIC,1992,224206,62478
Nicaragua,NIC,1993,225266,64002
Nicaragua,NIC,1994,226643,65546
Nicaragua,NIC,1995,228428,67240
Nicaragua,NIC,1996,230357,69080
Nicaragua,NIC,1997,230110,70871
Nicaragua,NIC,1998,231756,72876
Nicaragua,NIC,1999,235315,75009
Nicaragua,NIC,2000,240077,77172
Nicaragua,NIC,2001,245561,79249
Nicaragua,NIC,2002,251375,80967
Nicaragua,NIC,2003,257525,82777
Nicaragua,NIC,2004,264202,85026
Nicaragua,NIC,2005,271064,87356
Nicaragua,NIC,2006,278107,89681
Nicaragua,NIC,2007,285404,92134
Nicaragua,NIC,2008,292716,94792
Nicaragua,NIC,2009,299629,97615
Nicaragua,NIC,2010,307303,100762
Nicaragua,NIC,2011,316120,104098
Nicaragua,NIC,2012,325730,107520
Niger,NER,1980,129569,37031
Niger,NER,1981,132431,38099
Niger,NER,1982,134547,39219
Niger,NER,1983,136426,40429
Niger,NER,1984,138843,41799
Niger,NER,1985,142042,43275
Niger,NER,1986,146189,44802
Niger,NER,1987,151255,46396
Niger,NER,1988,156952,48047
Niger,NER,1989,162842,49781
Niger,NER,1990,168782,51582
Niger,NER,1991,174358,53414
Niger,NER,1992,179890,55366
Niger,NER,1993,185538,57438
Niger,NER,1994,191589,59604
Niger,NER,1995,198506,61870
Niger,NER,1996,206298,64260
Niger,NER,1997,216263,62862
Niger,NER,1998,226846,61663
Niger,NER,1999,236953,61159
Niger,NER,2000,246160,61239
Niger,NER,2001,253938,61682
Niger,NER,2002,259642,62175
Niger,NER,2003,264831,62790
Niger,NER,2004,269941,63280
Niger,NER,2005,275666,63492
Niger,NER,2006,282607,63321
Niger,NER,2007,291155,60019
Niger,NER,2008,305205,57405
Niger,NER,2009,321575,55378
Niger,NER,2010,340452,53958
Niger,NER,2011,360339,53159
Niger,NER,2012,376336,54633
Nigeria,NGA,1980,3129935,772854
Nigeria,NGA,1981,3208046,792388
Nigeria,NGA,1982,3282718,811513
Nigeria,NGA,1983,3353001,829673
Nigeria,NGA,1984,3422277,848612
Nigeria,NGA,1985,3493894,868496
Nigeria,NGA,1986,3571507,890375
Nigeria,NGA,1987,3655991,913433
Nigeria,NGA,1988,3745862,936349
Nigeria,NGA,1989,3839764,959724
Nigeria,NGA,1990,3940071,985559
Nigeria,NGA,1991,3983172,987089
Nigeria,NGA,1992,4007142,980883
Nigeria,NGA,1993,3999173,962952
Nigeria,NGA,1994,3949126,929721
Nigeria,NGA,1995,3851377,879817
Nigeria,NGA,1996,3707598,816471
Nigeria,NGA,1997,3508258,713057
Nigeria,NGA,1998,3374461,626618
Nigeria,NGA,1999,3291562,563195
Nigeria,NGA,2000,3245194,519589
Nigeria,NGA,2001,3226742,488640
Nigeria,NGA,2002,3226837,465000
Nigeria,NGA,2003,3241454,445721
Nigeria,NGA,2004,3240064,418768
Nigeria,NGA,2005,3243851,397516
Nigeria,NGA,2006,3249994,382601
Nigeria,NGA,2007,3258962,374270
Nigeria,NGA,2008,3273344,372642
Nigeria,NGA,2009,3275886,388786
Nigeria,NGA,2010,3280592,409524
Nigeria,NGA,2011,3290100,434454
Nigeria,NGA,2012,3313760,462951
North Korea,PRK,1980,2303430,208822
North Korea,PRK,1981,2374137,213970
North Korea,PRK,1982,2448218,219004
North Korea,PRK,1983,2525005,223887
North Korea,PRK,1984,2604999,228480
North Korea,PRK,1985,2686796,232841
North Korea,PRK,1986,2771571,236694
North Korea,PRK,1987,2858566,240164
North Korea,PRK,1988,2946595,243354
North Korea,PRK,1989,3035900,246412
North Korea,PRK,1990,3126176,249292
North Korea,PRK,1991,3216881,252063
North Korea,PRK,1992,3307751,254672
North Korea,PRK,1993,3396612,256943
North Korea,PRK,1994,3480279,258642
North Korea,PRK,1995,3556533,259628
North Korea,PRK,1996,3622909,259858
North Korea,PRK,1997,3664916,253757
North Korea,PRK,1998,3704282,249664
North Korea,PRK,1999,3745813,247259
North Korea,PRK,2000,3790593,246344
North Korea,PRK,2001,3839033,246707
North Korea,PRK,2002,3891194,248108
North Korea,PRK,2003,3944177,250317
North Korea,PRK,2004,3995818,252621
North Korea,PRK,2005,4042340,255224
North Korea,PRK,2006,4075362,258189
North Korea,PRK,2007,4108053,261520
North Korea,PRK,2008,4140284,264957
North Korea,PRK,2009,4187145,268315
North Korea,PRK,2010,4240174,271635
North Korea,PRK,2011,4297527,274954
North Korea,PRK,2012,4358785,278562
North Macedonia,MKD,1980,299461,169942
North Macedonia,MKD,1981,304629,172941
North Macedonia,MKD,1982,309291,175684
North Macedonia,MKD,1983,313608,178267
North Macedonia,MKD,1984,318381,180975
North Macedonia,MKD,1985,323658,183891
North Macedonia,MKD,1986,329920,187229
North Macedonia,MKD,1987,336709,190675
North Macedonia,MKD,1988,343399,193928
North Macedonia,MKD,1989,349362,196916
North Macedonia,MKD,1990,353369,199167
North Macedonia,MKD,1991,355106,200533
North Macedonia,MKD,1992,354805,201248
North Macedonia,MKD,1993,353544,201534
North Macedonia,MKD,1994,352863,201828
North Macedonia,MKD,1995,353634,202499
North Macedonia,MKD,1996,356379,203624
North Macedonia,MKD,1997,364053,207170
North Macedonia,MKD,1998,371477,210091
North Macedonia,MKD,1999,378193,212613
North Macedonia,MKD,2000,384381,214830
North Macedonia,MKD,2001,388447,216454
North Macedonia,MKD,2002,391309,217802
North Macedonia,MKD,2003,393235,219050
North Macedonia,MKD,2004,395100,220587
North Macedonia,MKD,2005,397209,222236
North Macedonia,MKD,2006,399451,223660
North Macedonia,MKD,2007,401936,225137
North Macedonia,MKD,2008,404697,226698
North Macedonia,MKD,2009,407065,228309
North Macedonia,MKD,2010,408633,230263
North Macedonia,MKD,2011,410040,232479
North Macedonia,MKD,2012,411129,234006
Norway,NOR,1980,611575,482464
Norway,NOR,1981,618777,488780
Norway,NOR,1982,625144,495761
Norway,NOR,1983,630093,502524
Norway,NOR,1984,633073,509150
Norway,NOR,1985,633963,515963
Norway,NOR,1986,632824,523850
Norway,NOR,1987,630663,533026
Norway,NOR,1988,627116,541683
Norway,NOR,1989,620410,548412
Norway,NOR,1990,612068,553076
Norway,NOR,1991,605118,556186
Norway,NOR,1992,598236,555730
Norway,NOR,1993,588550,552443
Norway,NOR,1994,577789,547959
Norway,NOR,1995,567468,540670
Norway,NOR,1996,557868,532839
Norway,NOR,1997,545975,521429
Norway,NOR,1998,534621,511065
Norway,NOR,1999,521522,501682
Norway,NOR,2000,505651,489983
Norway,NOR,2001,487451,475505
Norway,NOR,2002,468990,459719
Norway,NOR,2003,451430,443664
Norway,NOR,2004,432963,426498
Norway,NOR,2005,414064,409264
Norway,NOR,2006,396730,392722
Norway,NOR,2007,381798,376363
Norway,NOR,2008,369578,361033
Norway,NOR,2009,361440,349349
Norway,NOR,2010,352944,336896
Norway,NOR,2011,348208,327707
Norway,NOR,2012,348075,323162
Oman,OMN,1980,57024,3743
Oman,OMN,1981,61430,3914
Oman,OMN,1982,65970,4079
Oman,OMN,1983,70582,4243
Oman,OMN,1984,75147,4404
Oman,OMN,1985,79548,4554
Oman,OMN,1986,83651,4698
Oman,OMN,1987,87495,4838
Oman,OMN,1988,91748,4977
Oman,OMN,1989,97182,5096
Oman,OMN,1990,104266,5181
Oman,OMN,1991,113562,5231
Oman,OMN,1992,124347,5227
Oman,OMN,1993,134716,5186
Oman,OMN,1994,142078,5102
Oman,OMN,1995,142122,4904
Oman,OMN,1996,135533,4471
Oman,OMN,1997,124268,3999
Oman,OMN,1998,112587,3616
Oman,OMN,1999,103133,3343
Oman,OMN,2000,97210,3178
Oman,OMN,2001,97018,3275
Oman,OMN,2002,99870,3429
Oman,OMN,2003,104838,3629
Oman,OMN,2004,110697,3873
Oman,OMN,2005,116806,4155
Oman,OMN,2006,122494,4461
Oman,OMN,2007,128111,4780
Oman,OMN,2008,135397,5101
Oman,OMN,2009,147122,5457
Oman,OMN,2010,165079,5869
Oman,OMN,2011,190321,6325
Oman,OMN,2012,221596,6841
Pakistan,PAK,1980,7934067,1178137
Pakistan,PAK,1981,8176566,1219244
Pakistan,PAK,1982,8432353,1260868
Pakistan,PAK,1983,8696641,1302057
Pakistan,PAK,1984,8966016,1341981
Pakistan,PAK,1985,9234168,1382900
Pakistan,PAK,1986,9502034,1423697
Pakistan,PAK,1987,9773248,1465186
Pakistan,PAK,1988,10044404,1507095
Pakistan,PAK,1989,10313459,1551146
Pakistan,PAK,1990,10578319,1598411
Pakistan,PAK,1991,10840630,1646434
Pakistan,PAK,1992,11097099,1693680
Pakistan,PAK,1993,11358277,1741414
Pakistan,PAK,1994,11641611,1796238
Pakistan,PAK,1995,11935974,1853562
Pakistan,PAK,1996,12244106,1913870
Pakistan,PAK,1997,12536029,1972152
Pakistan,PAK,1998,12790129,2025393
Pakistan,PAK,1999,13030375,2078713
Pakistan,PAK,2000,13258824,2129789
Pakistan,PAK,2001,13482205,2175612
Pakistan,PAK,2002,13702558,2218483
Pakistan,PAK,2003,13937559,2266934
Pakistan,PAK,2004,14224641,2312227
Pakistan,PAK,2005,14335765,2348653
Pakistan,PAK,2006,14440362,2385721
Pakistan,PAK,2007,14557934,2422430
Pakistan,PAK,2008,14687025,2458253
Pakistan,PAK,2009,14831831,2495907
Pakistan,PAK,2010,14990298,2540134
Pakistan,PAK,2011,15187875,2590446
Pakistan,PAK,2012,15433113,2644928
Palestine,PSE,1980,182784,13437
Palestine,PSE,1981,187875,13774
Palestine,PSE,1982,193501,14098
Palestine,PSE,1983,199928,14484
Palestine,PSE,1984,206811,14912
Palestine,PSE,1985,214240,15376
Palestine,PSE,1986,221722,15844
Palestine,PSE,1987,229921,16380
Palestine,PSE,1988,239119,17009
Palestine,PSE,1989,249239,17707
Palestine,PSE,1990,260005,18426
Palestine,PSE,1991,272065,19251
Palestine,PSE,1992,284650,20042
Palestine,PSE,1993,298143,20861
Palestine,PSE,1994,312509,21633
Palestine,PSE,1995,328322,22453
Palestine,PSE,1996,345922,23368
Palestine,PSE,1997,361590,23881
Palestine,PSE,1998,376538,24281
Palestine,PSE,1999,389973,24586
Palestine,PSE,2000,401927,24865
Palestine,PSE,2001,408167,24508
Palestine,PSE,2002,413025,24207
Palestine,PSE,2003,416541,24016
Palestine,PSE,2004,419875,24059
Palestine,PSE,2005,423137,24851
Palestine,PSE,2006,427298,25985
Palestine,PSE,2007,432458,27385
Palestine,PSE,2008,438836,28973
Palestine,PSE,2009,444981,30426
Palestine,PSE,2010,451798,31867
Palestine,PSE,2011,467506,33380
Palestine,PSE,2012,485714,34967
Panama,PAN,1980,96311,22375
Panama,PAN,1981,99077,23146
Panama,PAN,1982,102023,23902
Panama,PAN,1983,104919,24632
Panama,PAN,1984,107941,25357
Panama,PAN,1985,111076,26119
Panama,PAN,1986,114258,26887
Panama,PAN,1987,117452,27636
Panama,PAN,1988,120513,28346
Panama,PAN,1989,123452,29038
Panama,PAN,1990,126563,29760
Panama,PAN,1991,129993,30510
Panama,PAN,1992,133618,31252
Panama,PAN,1993,137439,31975
Panama,PAN,1994,141125,32594
Panama,PAN,1995,144881,33245
Panama,PAN,1996,148921,34060
Panama,PAN,1997,151227,34595
Panama,PAN,1998,151626,34883
Panama,PAN,1999,151417,35045
Panama,PAN,2000,151126,35106
Panama,PAN,2001,150931,35094
Panama,PAN,2002,150990,35069
Panama,PAN,2003,151320,34875
Panama,PAN,2004,152201,34776
Panama,PAN,2005,153520,34842
Panama,PAN,2006,155379,35101
Panama,PAN,2007,158047,35637
Panama,PAN,2008,162779,36791
Panama,PAN,2009,167973,38234
Panama,PAN,2010,173535,39826
Panama,PAN,2011,179477,41529
Panama,PAN,2012,185599,43270
Papua New Guinea,PNG,1980,496036,181535
Papua New Guinea,PNG,1981,510041,187089
Papua New Guinea,PNG,1982,524617,193160
Papua New Guinea,PNG,1983,539637,199517
Papua New Guinea,PNG,1984,555223,206125
Papua New Guinea,PNG,1985,571249,212847
Papua New Guinea,PNG,1986,587781,219623
Papua New Guinea,PNG,1987,605062,226490
Papua New Guinea,PNG,1988,623370,233536
Papua New Guinea,PNG,1989,642993,241044
Papua New Guinea,PNG,1990,664002,249354
Papua New Guinea,PNG,1991,685800,257930
Papua New Guinea,PNG,1992,707187,266292
Papua New Guinea,PNG,1993,727663,274427
Papua New Guinea,PNG,1994,748239,282607
Papua New Guinea,PNG,1995,769565,290957
Papua New Guinea,PNG,1996,790950,298982
Papua New Guinea,PNG,1997,813655,308078
Papua New Guinea,PNG,1998,836895,317383
Papua New Guinea,PNG,1999,860511,327596
Papua New Guinea,PNG,2000,885404,338371
Papua New Guinea,PNG,2001,910884,349480
Papua New Guinea,PNG,2002,936537,360717
Papua New Guinea,PNG,2003,963115,372462
Papua New Guinea,PNG,2004,990324,384164
Papua New Guinea,PNG,2005,1017314,395177
Papua New Guinea,PNG,2006,1044574,406195
Papua New Guinea,PNG,2007,1070930,416237
Papua New Guinea,PNG,2008,1097329,426289
Papua New Guinea,PNG,2009,1123950,436236
Papua New Guinea,PNG,2010,1151387,446375
Papua New Guinea,PNG,2011,1179123,456525
Papua New Guinea,PNG,2012,1207182,467467
Paraguay,PRY,1980,233884,67687
Paraguay,PRY,1981,240156,69328
Paraguay,PRY,1982,246829,71038
Paraguay,PRY,1983,253991,72887
Paraguay,PRY,1984,261196,74858
Paraguay,PRY,1985,268501,76875
Paraguay,PRY,1986,276020,78971
Paraguay,PRY,1987,283489,81175
Paraguay,PRY,1988,290906,83414
Paraguay,PRY,1989,298357,85662
Paraguay,PRY,1990,305932,87862
Paraguay,PRY,1991,313630,90134
Paraguay,PRY,1992,321452,92501
Paraguay,PRY,1993,329586,94937
Paraguay,PRY,1994,338082,97391
Paraguay,PRY,1995,346765,99765
Paraguay,PRY,1996,355940,102121
Paraguay,PRY,1997,359747,102841
Paraguay,PRY,1998,363917,103313
Paraguay,PRY,1999,368767,103849
Paraguay,PRY,2000,374369,104554
Paraguay,PRY,2001,380166,105494
Paraguay,PRY,2002,385730,106736
Paraguay,PRY,2003,390714,108209
Paraguay,PRY,2004,389103,107684
Paraguay,PRY,2005,387483,107164
Paraguay,PRY,2006,386431,106596
Paraguay,PRY,2007,386125,106095
Paraguay,PRY,2008,386922,105775
Paraguay,PRY,2009,390361,106080
Paraguay,PRY,2010,395018,106766
Paraguay,PRY,2011,401380,108084
Paraguay,PRY,2012,412448,111452
Peru,PER,1980,708760,292405
Peru,PER,1981,728780,301714
Peru,PER,1982,749951,311431
Peru,PER,1983,773947,321648
Peru,PER,1984,798332,331783
Peru,PER,1985,823522,342017
Peru,PER,1986,848179,352188
Peru,PER,1987,872296,362184
Peru,PER,1988,898262,372333
Peru,PER,1989,926533,382870
Peru,PER,1990,955875,393482
Peru,PER,1991,985577,404316
Peru,PER,1992,1015807,415119
Peru,PER,1993,1045543,425871
Peru,PER,1994,1074435,436881
Peru,PER,1995,1103579,448380
Peru,PER,1996,1134600,460010
Peru,PER,1997,1196166,461885
Peru,PER,1998,1256252,466402
Peru,PER,1999,1313330,473805
Peru,PER,2000,1366452,481132
Peru,PER,2001,1416067,488539
Peru,PER,2002,1462476,495871
Peru,PER,2003,1506861,502562
Peru,PER,2004,1549138,509170
Peru,PER,2005,1588405,511009
Peru,PER,2006,1626045,512763
Peru,PER,2007,1662136,512963
Peru,PER,2008,1697493,512651
Peru,PER,2009,1734328,505930
Peru,PER,2010,1772149,497795
Peru,PER,2011,1812684,490943
Peru,PER,2012,1855850,489620
Philippines,PHL,1980,6279960,1134392
Philippines,PHL,1981,6495191,1170460
Philippines,PHL,1982,6718282,1209252
Philippines,PHL,1983,6949682,1250375
Philippines,PHL,1984,7195198,1295740
Philippines,PHL,1985,7455459,1345104
Philippines,PHL,1986,7717338,1396611
Philippines,PHL,1987,7986001,1450047
Philippines,PHL,1988,8256023,1505799
Philippines,PHL,1989,8526458,1562489
Philippines,PHL,1990,8793461,1621726
Philippines,PHL,1991,9059376,1683991
Philippines,PHL,1992,9322915,1748875
Philippines,PHL,1993,9586353,1816492
Philippines,PHL,1994,9840131,1880266
Philippines,PHL,1995,10095288,1940882
Philippines,PHL,1996,10346524,1999222
Philippines,PHL,1997,10503281,2018230
Philippines,PHL,1998,10665518,2034808
Philippines,PHL,1999,10708023,1998078
Philippines,PHL,2000,10748848,1965089
Philippines,PHL,2001,10804615,1938993
Philippines,PHL,2002,10777059,1919388
Philippines,PHL,2003,10744091,1907634
Philippines,PHL,2004,10769621,1912500
Philippines,PHL,2005,10808176,1922912
Philippines,PHL,2006,10864844,1937134
Philippines,PHL,2007,10942141,1955572
Philippines,PHL,2008,11053321,1981212
Philippines,PHL,2009,11207601,2029994
Philippines,PHL,2010,11494644,2097651
Philippines,PHL,2011,11823953,2175520
Philippines,PHL,2012,12207389,2263398
Poland,POL,1980,7388369,4022463
Poland,POL,1981,7354082,3997116
Poland,POL,1982,7346963,3970744
Poland,POL,1983,7261888,3892512
Poland,POL,1984,7152933,3801138
Poland,POL,1985,7038532,3707194
Poland,POL,1986,6931166,3609696
Poland,POL,1987,6829528,3523411
Poland,POL,1988,6717184,3466337
Poland,POL,1989,6605812,3428712
Poland,POL,1990,6592919,3442459
Poland,POL,1991,6611222,3478436
Poland,POL,1992,6634439,3509911
Poland,POL,1993,6630234,3546111
Poland,POL,1994,6596827,3558341
Poland,POL,1995,6496126,3544325
Poland,POL,1996,6335482,3507288
Poland,POL,1997,6181406,3517521
Poland,POL,1998,6027043,3570439
Poland,POL,1999,5870536,3660907
Poland,POL,2000,5714348,3781615
Poland,POL,2001,5582187,3935015
Poland,POL,2002,5478218,4115212
Poland,POL,2003,5385795,4300345
Poland,POL,2004,5292517,4464370
Poland,POL,2005,5204704,4593110
Poland,POL,2006,5072478,4615337
Poland,POL,2007,4944711,4569956
Poland,POL,2008,4920849,4415222
Poland,POL,2009,4935601,4256272
Poland,POL,2010,4930162,4124267
Poland,POL,2011,4921105,4022023
Poland,POL,2012,4915599,3948859
Portugal,PRT,1980,1231768,317141
Portugal,PRT,1981,1243278,310800
Portugal,PRT,1982,1251499,304260
Portugal,PRT,1983,1259737,298209
Portugal,PRT,1984,1270404,294111
Portugal,PRT,1985,1283593,292947
Portugal,PRT,1986,1300742,296951
Portugal,PRT,1987,1322551,307957
Portugal,PRT,1988,1348220,333990
Portugal,PRT,1989,1372411,365085
Portugal,PRT,1990,1383070,390927
Portugal,PRT,1991,1387064,411380
Portugal,PRT,1992,1378176,419798
Portugal,PRT,1993,1361336,419539
Portugal,PRT,1994,1337554,412172
Portugal,PRT,1995,1306366,394220
Portugal,PRT,1996,1283471,385125
Portugal,PRT,1997,1292977,399966
Portugal,PRT,1998,1309930,424025
Portugal,PRT,1999,1329268,453984
Portugal,PRT,2000,1351660,489312
Portugal,PRT,2001,1367957,524228
Portugal,PRT,2002,1380714,555516
Portugal,PRT,2003,1375137,574740
Portugal,PRT,2004,1363089,590186
Portugal,PRT,2005,1348492,603530
Portugal,PRT,2006,1339761,614263
Portugal,PRT,2007,1332155,626368
Portugal,PRT,2008,1325406,638379
Portugal,PRT,2009,1321040,648893
Portugal,PRT,2010,1318121,648076
Portugal,PRT,2011,1316187,644121
Portugal,PRT,2012,1314897,638087
Qatar,QAT,1980,20605,647
Qatar,QAT,1981,23786,712
Qatar,QAT,1982,27895,781
Qatar,QAT,1983,32554,853
Qatar,QAT,1984,37154,926
Qatar,QAT,1985,41316,998
Qatar,QAT,1986,44908,1066
Qatar,QAT,1987,47998,1131
Qatar,QAT,1988,50610,1195
Qatar,QAT,1989,52741,1253
Qatar,QAT,1990,54480,1307
Qatar,QAT,1991,55803,1356
Qatar,QAT,1992,56675,1397
Qatar,QAT,1993,57277,1438
Qatar,QAT,1994,57814,1481
Qatar,QAT,1995,58462,1533
Qatar,QAT,1996,59574,1603
Qatar,QAT,1997,61150,1682
Qatar,QAT,1998,63034,1761
Qatar,QAT,1999,64906,1837
Qatar,QAT,2000,66719,1909
Qatar,QAT,2001,67877,1980
Qatar,QAT,2002,68949,2049
Qatar,QAT,2003,72474,2136
Qatar,QAT,2004,81822,2270
Qatar,QAT,2005,99171,2469
Qatar,QAT,2006,125578,2740
Qatar,QAT,2007,159679,3072
Qatar,QAT,2008,197971,3438
Qatar,QAT,2009,235502,3808
Qatar,QAT,2010,268327,4154
Qatar,QAT,2011,295214,4469
Qatar,QAT,2012,317182,4757
Romania,ROU,1980,2824332,1516667
Romania,ROU,1981,2808461,1513982
Romania,ROU,1982,2794128,1507036
